,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,humidity,temperature,time_stamp,sensor_index,Source,dif_pm2.5_alt,dif_pm2.5_atm,Dato Sinaica,PRS,RH,TOUT,US EPA
0,4.0,4.1,3.9,4.7765,4.973,4.58,79.367,68.1,2022-12-04 03:00:00,93745.0,simaUanl3,0.1999999999999997,0.3929999999999998,6.38,707.5,90.0,17.49,1.4114506000000002
1,4.3,4.4,4.2,5.1,5.221,4.979,78.934,66.767,2022-12-04 04:00:00,93745.0,simaUanl3,0.2000000000000001,0.242,11.87,707.3,89.0,17.37,1.6182891999999995
2,4.4,4.6,4.3,5.118,5.44,4.796,80.666,66.034,2022-12-04 05:00:00,93745.0,simaUanl3,0.2999999999999998,0.6440000000000001,16.69,707.1,86.0,17.48,1.4784228000000006
3,4.5,4.6,4.5,5.6370000000000005,5.952,5.322,39.8,62.0,2022-12-14 07:00:00,93745.0,simaUanl3,0.0999999999999996,0.6299999999999999,15.08,697.2,58.0,14.15,5.273028
4,2.7,2.9,2.5,2.8185,3.145,2.492,23.466,72.267,2022-12-14 12:00:00,93745.0,simaUanl3,0.3999999999999999,0.653,11.86,699.8,33.0,17.85,5.2041248
5,3.4,3.5,3.2,3.895,4.262,3.528,19.067,80.633,2022-12-14 16:00:00,93745.0,simaUanl3,0.2999999999999998,0.7339999999999995,12.85,697.8,29.0,19.86,6.1474046
6,3.4,3.6,3.2,3.915,4.277,3.553,19.367,80.166,2022-12-14 17:00:00,93745.0,simaUanl3,0.3999999999999999,0.7240000000000002,11.38,698.3,30.0,19.31,6.1320246
7,4.5,4.6,4.3,5.699999999999999,6.079,5.321,24.133,80.167,2022-12-15 15:00:00,93745.0,simaUanl3,0.2999999999999998,0.758,19.0,699.6,33.0,19.95,6.656535399999999
8,4.1,4.3,3.9,5.300000000000001,5.663,4.937,29.034,54.534,2022-12-18 03:00:00,93745.0,simaUanl3,0.3999999999999999,0.726,14.0,704.9,44.0,7.8,6.0244692
9,3.5,3.6,3.3,3.996,4.229,3.763,43.7,52.1,2022-12-18 09:00:00,93745.0,simaUanl3,0.3000000000000002,0.4660000000000002,9.0,705.7,44.0,8.34,4.076964
10,1.6,1.7,1.4,1.056,1.264,0.848,27.267,33.1,2022-12-24 06:00:00,93745.0,simaUanl3,0.3,0.416,12.0,712.8,45.0,-1.79,3.9529286000000003
11,1.6,1.8,1.5,1.2385000000000002,1.425,1.052,25.733,33.4,2022-12-24 07:00:00,93745.0,simaUanl3,0.3,0.373,13.0,712.9,45.0,-1.67,4.1807894
12,1.9,2.1,1.7,1.6284999999999998,1.902,1.355,25.0,33.666,2022-12-24 08:00:00,93745.0,simaUanl3,0.4000000000000001,0.5469999999999999,13.0,712.8,39.0,-1.6,4.448334
13,2.4,2.6,2.2,2.1495,2.435,1.864,18.867,75.7,2022-12-29 07:00:00,93745.0,simaUanl3,0.3999999999999999,0.571,11.0,699.3,27.0,18.4,5.2500026
14,2.1,2.2,1.9,1.673,1.954,1.392,17.0,75.233,2022-12-29 08:00:00,93745.0,simaUanl3,0.3000000000000002,0.562,11.0,699.8,24.0,19.21,5.161252
15,1.8,1.9,1.8,1.243,1.409,1.077,15.433,78.066,2022-12-29 09:00:00,93745.0,simaUanl3,0.0999999999999998,0.3320000000000001,14.0,700.1,20.0,21.25,5.0710074
16,2.7,2.9,2.5,2.77,3.123,2.417,13.3,82.867,2022-12-29 10:00:00,93745.0,simaUanl3,0.3999999999999999,0.7060000000000004,12.0,700.1,15.0,24.04,6.05502
17,2.8,3.0,2.6,2.8845,3.26,2.509,11.434,85.767,2022-12-29 11:00:00,93745.0,simaUanl3,0.3999999999999999,0.7509999999999999,17.0,700.2,13.0,24.86,6.2758672
18,2.2,2.4,2.1,2.005,2.226,1.784,10.5,87.233,2022-12-29 14:00:00,93745.0,simaUanl3,0.2999999999999998,0.4419999999999999,11.0,698.8,12.0,25.49,5.895519999999999
19,2.4,2.4,2.3,2.197,2.435,1.959,11.133,87.567,2022-12-29 15:00:00,93745.0,simaUanl3,0.1,0.476,8.0,698.5,13.0,25.62,5.941563400000001
20,1.2,1.3,1.1,0.461,0.549,0.373,21.567,76.867,2023-01-03 06:00:00,93745.0,simaUanl3,0.1999999999999999,0.176,9.0,699.1,26.0,19.31,4.1324886
21,2.6,2.7,2.4,2.5395000000000003,2.842,2.237,16.134,86.333,2023-01-03 13:00:00,93745.0,simaUanl3,0.3000000000000002,0.605,15.0,699.0,22.0,24.47,5.689947200000001
22,2.2,2.3,2.0,1.944,2.239,1.649,10.267,75.067,2023-01-12 11:00:00,93745.0,simaUanl3,0.2999999999999998,0.5899999999999999,16.0,708.9,12.0,20.14,5.8836406
23,1.7,1.8,1.6,1.3515,1.572,1.131,9.0,77.067,2023-01-12 12:00:00,93745.0,simaUanl3,0.1999999999999999,0.441,10.0,709.1,11.0,21.16,5.682386
24,1.8,1.9,1.7,1.3335,1.529,1.138,9.334,79.133,2023-01-12 13:00:00,93745.0,simaUanl3,0.1999999999999999,0.391,9.0,708.7,10.0,21.61,5.6441632
25,1.9,2.0,1.7,1.375,1.683,1.067,9.233,81.3,2023-01-12 14:00:00,93745.0,simaUanl3,0.3,0.6160000000000001,8.0,708.1,10.0,21.81,5.6746154
26,1.5,1.7,1.4,0.978,1.231,0.725,8.933,83.867,2023-01-12 15:00:00,93745.0,simaUanl3,0.3,0.5060000000000001,7.0,707.6,11.0,22.14,5.4924474
27,1.9,2.0,1.8,1.5855,1.786,1.385,9.167,84.434,2023-01-12 16:00:00,93745.0,simaUanl3,0.1999999999999999,0.401,8.0,707.1,12.0,22.4,5.7906066
28,2.2,2.3,2.0,2.0245,2.309,1.74,11.534,81.1,2023-01-12 17:00:00,93745.0,simaUanl3,0.2999999999999998,0.5690000000000002,8.0,707.2,13.0,22.02,5.8166072
29,2.3,2.5,2.1,2.232,2.594,1.87,17.8,69.7,2023-01-12 19:00:00,93745.0,simaUanl3,0.3999999999999999,0.7239999999999998,9.0,708.6,19.0,18.66,5.385208
30,2.6,2.8,2.5,2.6555,2.962,2.349,22.3,63.733,2023-01-12 22:00:00,93745.0,simaUanl3,0.2999999999999998,0.613,10.0,711.1,25.0,15.67,5.219222
31,5.2,5.4,5.1,6.984999999999999,7.356,6.614,24.034,62.0,2023-01-12 23:00:00,93745.0,simaUanl3,0.3000000000000007,0.742,7.0,711.3,25.0,15.56,7.338409199999999
32,2.2,2.2,2.1,1.8445,2.03,1.659,25.8,60.567,2023-01-13 00:00:00,93745.0,simaUanl3,0.1,0.3709999999999998,8.0,711.4,27.0,14.92,4.492558000000001
33,1.9,2.0,1.8,1.4545,1.713,1.196,28.267,58.633,2023-01-13 01:00:00,93745.0,simaUanl3,0.1999999999999999,0.5170000000000001,9.0,711.3,31.0,13.24,4.0755426
34,2.2,2.4,2.1,1.984,2.267,1.701,29.767,57.233,2023-01-13 02:00:00,93745.0,simaUanl3,0.2999999999999998,0.5659999999999998,8.0,711.3,34.0,12.2,4.223700600000001
35,1.8,2.0,1.7,1.3475,1.668,1.027,30.1,57.7,2023-01-13 03:00:00,93745.0,simaUanl3,0.3,0.641,6.0,711.4,35.0,11.96,3.86147
36,2.1,2.2,2.0,1.7895,2.029,1.55,31.0,56.867,2023-01-13 04:00:00,93745.0,simaUanl3,0.2000000000000001,0.4789999999999998,6.0,711.4,36.0,11.82,4.015498
37,2.4,2.6,2.3,2.3215000000000003,2.556,2.087,32.966,55.166,2023-01-13 05:00:00,93745.0,simaUanl3,0.3000000000000002,0.4689999999999998,7.0,711.4,37.0,11.5,4.1247968
38,3.0,3.1,2.9,3.3475,3.618,3.077,34.7,53.7,2023-01-13 06:00:00,93745.0,simaUanl3,0.2000000000000001,0.5409999999999999,6.0,711.3,38.0,10.92,4.51295
39,3.2,3.4,3.1,3.6355,3.941,3.33,19.567,71.8,2023-01-13 13:00:00,93745.0,simaUanl3,0.2999999999999998,0.6109999999999998,11.0,711.0,28.0,16.19,5.9683266
40,3.9,4.1,3.7,4.7615,5.141,4.382,24.867,62.767,2023-01-13 20:00:00,93745.0,simaUanl3,0.3999999999999994,0.7590000000000003,10.0,709.0,32.0,14.88,6.1014906
41,3.5,3.5,3.5,3.8305,4.066,3.595,24.6,62.0,2023-01-13 21:00:00,93745.0,simaUanl3,0.0,0.4709999999999996,12.0,709.2,34.0,13.98,5.636661999999999
42,2.0,2.1,1.9,1.406,1.703,1.109,5.867,97.834,2023-01-16 14:00:00,93745.0,simaUanl3,0.2000000000000001,0.5940000000000001,17.0,696.5,6.0,30.58,5.9810086
43,1.7,1.8,1.6,1.027,1.257,0.797,5.066,100.233,2023-01-16 15:00:00,93745.0,simaUanl3,0.1999999999999999,0.4599999999999998,23.0,695.7,6.0,31.05,5.8514588
44,1.6,1.7,1.6,0.9605,1.091,0.83,26.4,67.434,2023-01-19 05:00:00,93745.0,simaUanl3,0.0999999999999998,0.261,22.0,701.8,45.0,17.13,3.977622
45,1.8,1.9,1.8,1.4085,1.637,1.18,22.867,67.0,2023-01-19 06:00:00,93745.0,simaUanl3,0.0999999999999998,0.4570000000000001,7.0,702.2,31.0,17.29,4.5169186
46,1.9,1.9,1.8,1.3885,1.502,1.275,20.6,67.0,2023-01-19 07:00:00,93745.0,simaUanl3,0.0999999999999998,0.2270000000000001,6.0,702.9,25.0,16.78,4.701854
47,2.0,2.2,1.9,1.7215,1.986,1.457,19.267,66.067,2023-01-19 08:00:00,93745.0,simaUanl3,0.3000000000000002,0.5289999999999999,6.0,703.3,24.0,16.25,4.9912506
48,3.1,3.3,3.0,3.5625,3.923,3.202,16.133,70.867,2023-01-19 12:00:00,93745.0,simaUanl3,0.2999999999999998,0.7210000000000001,11.0,704.4,21.0,18.18,6.2260854000000005
49,3.3,3.5,3.1,3.7685,4.137,3.4,21.566,68.733,2023-01-19 17:00:00,93745.0,simaUanl3,0.3999999999999999,0.7369999999999997,10.0,702.4,34.0,17.48,5.8657048
50,3.1,3.2,3.0,3.4610000000000003,3.782,3.14,19.4,68.434,2023-01-19 18:00:00,93745.0,simaUanl3,0.2000000000000001,0.6419999999999999,9.0,702.8,30.0,16.55,5.891284000000001
51,2.4,2.5,2.3,2.2165,2.483,1.95,19.966,66.767,2023-01-19 19:00:00,93745.0,simaUanl3,0.2000000000000001,0.5330000000000001,7.0,703.3,30.0,15.65,5.1903768
52,2.5,2.6,2.4,2.471,2.723,2.219,20.034,66.7,2023-01-19 20:00:00,93745.0,simaUanl3,0.2000000000000001,0.504,8.0,703.5,31.0,15.18,5.3178732
53,3.1,3.2,3.0,3.468,3.744,3.192,21.133,67.2,2023-01-19 21:00:00,93745.0,simaUanl3,0.2000000000000001,0.552,8.0,703.8,32.0,14.99,5.7455674000000005
54,3.0,3.1,2.8,3.1885000000000003,3.531,2.846,17.334,77.067,2023-01-22 12:00:00,93745.0,simaUanl3,0.3000000000000002,0.685,12.0,703.1,29.0,18.38,5.9265832000000005
55,2.0,2.1,1.9,1.6875,1.837,1.538,29.034,61.4,2023-01-25 00:00:00,93745.0,simaUanl3,0.2000000000000001,0.2989999999999999,9.0,702.5,39.0,14.32,4.1315192000000005
56,2.1,2.3,2.0,1.892,2.17,1.614,24.267,59.633,2023-01-25 01:00:00,93745.0,simaUanl3,0.2999999999999998,0.5559999999999998,8.0,702.5,34.0,13.66,4.6495926
57,1.8,1.9,1.7,1.2975,1.495,1.1,28.9,55.6,2023-01-25 02:00:00,93745.0,simaUanl3,0.1999999999999999,0.395,8.0,702.8,28.0,12.39,3.9387100000000004
58,2.0,2.1,1.8,1.6095000000000002,1.846,1.373,35.933,52.8,2023-01-25 04:00:00,93745.0,simaUanl3,0.3,0.4730000000000001,10.0,703.3,36.0,10.19,3.4959534
59,3.2,3.2,3.2,3.6275,3.8,3.455,37.666,51.867,2023-01-25 05:00:00,93745.0,simaUanl3,0.0,0.3449999999999997,12.0,703.7,38.0,9.78,4.4040008
60,4.3,4.2,4.3,5.618499999999999,5.818,5.419,38.233,51.5,2023-01-25 06:00:00,93745.0,simaUanl3,0.0999999999999996,0.399,9.0,703.8,41.0,9.4,5.3984094
61,4.1,4.3,4.0,5.2805,5.622,4.939,29.966,58.034,2023-01-26 00:00:00,93745.0,simaUanl3,0.2999999999999998,0.6829999999999998,7.0,707.1,35.0,12.19,5.9339128
62,4.9,5.1,4.7,5.9695,6.281,5.658,79.9,52.034,2023-01-31 06:00:00,93745.0,simaUanl3,0.3999999999999994,0.6229999999999993,22.0,690.7,90.0,9.99,1.9906379999999997
63,2.7,2.9,2.6,2.897,3.268,2.526,28.966,64.067,2023-02-10 14:00:00,93745.0,simaUanl3,0.2999999999999998,0.742,12.0,708.7,37.0,14.67,4.7711588
64,2.5,2.6,2.4,2.386,2.734,2.038,27.7,51.334,2023-02-11 02:00:00,93745.0,simaUanl3,0.2000000000000001,0.6960000000000002,9.0,711.3,34.0,8.66,4.6125240000000005
65,2.0,2.1,1.8,1.732,2.021,1.443,26.966,50.966,2023-02-11 03:00:00,93745.0,simaUanl3,0.3,0.5779999999999998,7.0,710.9,33.0,8.15,4.3330988
66,2.1,2.2,1.9,1.902,2.203,1.601,26.633,50.566,2023-02-11 04:00:00,93745.0,simaUanl3,0.3000000000000002,0.6019999999999999,7.0,710.6,33.0,7.73,4.4508834
67,2.5,2.6,2.3,2.616,2.893,2.339,29.133,48.433,2023-02-11 05:00:00,93745.0,simaUanl3,0.3000000000000002,0.5539999999999998,6.0,710.2,33.0,7.41,4.6095194
68,2.0,2.2,1.9,1.673,1.906,1.44,22.0,57.566,2023-02-12 00:00:00,93745.0,simaUanl3,0.3000000000000002,0.4659999999999999,11.0,707.2,32.0,11.47,4.730252
69,3.5,3.7,3.4,4.273,4.62,3.926,23.566,56.6,2023-02-12 03:00:00,93745.0,simaUanl3,0.3000000000000002,0.694,15.0,705.9,33.0,10.08,5.9576628
70,3.1,3.3,2.9,3.432,3.776,3.088,16.133,70.867,2023-02-16 12:00:00,93745.0,simaUanl3,0.3999999999999999,0.6879999999999997,18.0,702.8,22.0,18.15,6.1577034
71,2.7,2.9,2.6,2.7910000000000004,3.035,2.547,14.166,73.4,2023-02-16 13:00:00,93745.0,simaUanl3,0.2999999999999998,0.488,16.0,702.3,20.0,18.55,5.9913748
72,2.2,2.3,2.2,2.03,2.175,1.885,11.3,74.3,2023-02-16 16:00:00,93745.0,simaUanl3,0.0999999999999996,0.2899999999999998,13.0,701.3,15.0,19.3,5.83966
73,2.3,2.3,2.3,2.265,2.388,2.142,13.0,67.767,2023-02-16 18:00:00,93745.0,simaUanl3,0.0,0.246,9.0,691.1,14.0,17.17,5.81626
74,2.1,2.2,2.0,1.73,1.948,1.512,19.5,53.867,2023-02-17 03:00:00,93745.0,simaUanl3,0.2000000000000001,0.4359999999999999,8.0,709.3,23.0,10.11,4.97562
75,1.5,1.6,1.5,0.858,0.996,0.72,20.034,52.633,2023-02-17 04:00:00,93745.0,simaUanl3,0.1,0.276,5.0,709.4,24.0,9.32,4.4726612
76,1.7,1.8,1.6,1.229,1.364,1.094,21.0,51.6,2023-02-17 05:00:00,93745.0,simaUanl3,0.1999999999999999,0.27,7.0,709.8,25.0,8.49,4.5837959999999995
77,2.2,2.4,2.1,2.259,2.512,2.006,21.1,50.933,2023-02-17 06:00:00,93745.0,simaUanl3,0.2999999999999998,0.5060000000000002,5.0,710.3,26.0,8.05,5.114896
78,2.9,3.1,2.8,3.4560000000000004,3.833,3.079,21.666,50.433,2023-02-17 07:00:00,93745.0,simaUanl3,0.3000000000000002,0.754,5.0,710.9,26.0,7.75,5.693334800000001
79,2.7,2.9,2.6,3.1615,3.391,2.932,22.0,50.133,2023-02-17 08:00:00,93745.0,simaUanl3,0.2999999999999998,0.4590000000000001,9.0,711.4,26.0,7.52,5.510226
80,3.0,3.2,2.9,3.402,3.762,3.042,20.467,53.9,2023-02-17 10:00:00,93745.0,simaUanl3,0.3000000000000002,0.7200000000000002,8.0,712.7,25.0,8.91,5.7683926
81,3.5,3.6,3.3,4.0175,4.4,3.635,18.0,58.4,2023-02-17 12:00:00,93745.0,simaUanl3,0.3000000000000002,0.7650000000000006,9.0,712.2,24.0,9.85,6.303570000000001
82,2.8,2.9,2.6,2.9745,3.228,2.721,15.034,64.2,2023-02-17 13:00:00,93745.0,simaUanl3,0.2999999999999998,0.5070000000000001,10.0,711.6,21.0,10.97,6.0127071999999995
83,2.4,2.4,2.4,2.3565,2.374,2.339,13.533,65.566,2023-02-17 14:00:00,93745.0,simaUanl3,0.0,0.0350000000000001,10.0,711.0,20.0,11.79,5.8182614
84,2.3,2.3,2.3,2.143,2.188,2.098,12.633,64.666,2023-02-17 15:00:00,93745.0,simaUanl3,0.0,0.0900000000000003,8.0,710.2,19.0,12.71,5.7839674
85,2.3,2.4,2.2,2.213,2.358,2.068,11.566,67.4,2023-02-17 16:00:00,93745.0,simaUanl3,0.1999999999999997,0.29,7.0,709.8,17.0,12.86,5.9126228
86,3.3,3.4,3.1,3.8315,4.098,3.565,12.0,68.133,2023-02-17 17:00:00,93745.0,simaUanl3,0.2999999999999998,0.5329999999999999,9.0,709.5,18.0,13.08,6.723306
87,3.9,4.1,3.7,4.886,5.238,4.534,17.133,55.734,2023-02-17 20:00:00,93745.0,simaUanl3,0.3999999999999994,0.7040000000000006,7.0,710.2,22.0,10.77,6.8333994
88,3.6,3.7,3.4,4.358499999999999,4.675,4.042,17.934,53.834,2023-02-17 21:00:00,93745.0,simaUanl3,0.3000000000000002,0.633,7.0,710.7,21.0,9.96,6.4879432
89,2.7,2.8,2.7,2.95,3.099,2.801,18.566,52.633,2023-02-17 22:00:00,93745.0,simaUanl3,0.0999999999999996,0.298,9.0,711.0,21.0,9.43,5.6954108
90,2.8,2.8,2.9,2.9215,3.002,2.841,19.334,51.966,2023-02-17 23:00:00,93745.0,simaUanl3,0.1,0.1609999999999996,6.0,711.0,22.0,8.92,5.6142752
91,3.2,3.4,3.1,3.7575,4.066,3.449,21.2,51.067,2023-02-18 00:00:00,93745.0,simaUanl3,0.2999999999999998,0.617,6.0,710.8,23.0,8.51,5.89149
92,3.8,4.0,3.6,4.639,5.019,4.259,17.9,60.166,2023-02-18 11:00:00,93745.0,simaUanl3,0.3999999999999999,0.7599999999999998,16.0,709.6,26.0,9.71,6.637856
93,2.6,2.7,2.6,2.4105,2.694,2.127,9.034,101.334,2023-02-22 13:00:00,93745.0,simaUanl3,0.1,0.5670000000000002,24.0,694.3,11.0,31.81,6.2343712
94,1.9,1.9,1.9,1.053,1.058,1.048,8.508,103.4,2023-02-22 14:00:00,93745.0,simaUanl3,0.0,0.01,23.0,694.0,11.0,32.05,5.5683824
95,1.7,1.6,1.7,0.6679999999999999,0.514,0.822,7.934,104.9,2023-02-22 15:00:00,93745.0,simaUanl3,0.0999999999999998,0.3079999999999999,9.0,693.7,11.0,32.67,5.4161212
96,1.6,1.6,1.7,0.523,0.373,0.673,7.0,108.633,2023-02-22 16:00:00,93745.0,simaUanl3,0.0999999999999998,0.3,7.0,693.5,10.0,33.44,5.4206520000000005
97,3.6,3.7,3.5,3.6395,3.662,3.617,7.833,105.0,2023-02-22 17:00:00,93745.0,simaUanl3,0.2000000000000001,0.0449999999999999,9.0,693.6,11.0,33.14,6.9818934
98,1.9,2.0,1.7,1.346,1.654,1.038,21.733,80.7,2023-02-23 07:00:00,93745.0,simaUanl3,0.3,0.6159999999999999,13.0,698.8,25.0,22.76,4.5819194
99,2.0,2.2,1.9,1.5945,1.933,1.256,20.0,81.867,2023-02-23 08:00:00,93745.0,simaUanl3,0.3000000000000002,0.677,13.0,699.3,25.0,22.41,4.861518
100,2.5,2.6,2.4,2.1595,2.438,1.881,9.7,99.867,2023-02-23 12:00:00,93745.0,simaUanl3,0.2000000000000001,0.5570000000000002,8.0,700.6,13.0,30.6,6.045438
101,3.1,3.2,3.0,2.857,2.942,2.772,8.1,103.133,2023-02-23 13:00:00,93745.0,simaUanl3,0.2000000000000001,0.1700000000000003,8.0,700.0,10.0,32.98,6.5488480000000004
102,2.6,2.8,2.4,2.4995,2.824,2.175,6.033,87.966,2023-03-03 12:00:00,93745.0,simaUanl3,0.3999999999999999,0.649,19.0,697.9,8.0,23.48,6.5396934
103,2.9,3.0,2.7,3.1005000000000003,3.344,2.857,11.034,79.233,2023-03-03 19:00:00,93745.0,simaUanl3,0.2999999999999998,0.4869999999999996,16.0,695.9,12.0,23.09,6.4235312
104,2.8,3.0,2.6,2.9235,3.284,2.563,12.0,76.633,2023-03-03 20:00:00,93745.0,simaUanl3,0.3999999999999999,0.7209999999999996,13.0,696.3,13.0,22.07,6.247514000000001
105,3.6,3.7,3.4,4.1285,4.444,3.813,77.466,64.066,2023-03-14 22:00:00,93745.0,simaUanl3,0.3000000000000002,0.6309999999999998,8.0,705.3,81.0,15.41,1.2357648
106,3.5,3.7,3.4,4.185,4.534,3.836,29.934,74.9,2023-03-17 15:00:00,93745.0,simaUanl3,0.3000000000000002,0.698,13.36,702.1,43.0,17.56,5.3626292
107,3.6,3.7,3.5,4.187,4.505,3.869,31.3,70.233,2023-03-17 18:00:00,93745.0,simaUanl3,0.2000000000000001,0.6359999999999997,12.96,701.1,42.0,16.98,5.245928
108,4.5,4.4,4.6,5.458500000000001,5.642,5.275,36.433,62.0,2023-03-17 20:00:00,93745.0,simaUanl3,0.1999999999999993,0.367,10.81,701.8,43.0,14.85,5.4697294
109,14.2,14.3,14.1,21.67,21.572,21.768,63.6,46.2,2023-03-19 16:00:00,93745.0,simaUanl3,0.200000000000001,0.1960000000000015,11.0,710.9,81.0,4.33,11.622760000000001
110,9.1,9.2,8.9,13.4855,13.632,13.339,60.233,47.233,2023-03-19 17:00:00,93745.0,simaUanl3,0.2999999999999989,0.2929999999999992,9.0,710.5,79.0,4.52,7.624317400000001
111,16.8,16.9,16.6,26.4955,26.578,26.413,74.566,48.233,2023-03-20 09:00:00,93745.0,simaUanl3,0.2999999999999971,0.1649999999999991,25.0,707.1,72.0,6.96,13.2060528
112,29.8,29.8,29.9,39.383,39.398,39.368,48.566,65.334,2023-03-20 16:00:00,93745.0,simaUanl3,0.0999999999999978,0.0300000000000011,36.0,702.6,61.0,14.68,27.0411548259
113,26.0,26.1,25.9,36.334500000000006,36.264,36.405,50.633,64.767,2023-03-20 17:00:00,93745.0,simaUanl3,0.2000000000000028,0.1409999999999982,36.0,702.2,63.0,14.09,23.439821062275005
114,26.2,26.2,26.2,37.2985,37.099,37.498,64.4,58.466,2023-03-20 20:00:00,93745.0,simaUanl3,0.0,0.3990000000000009,36.0,702.2,76.0,12.4,23.309256639475002
115,30.3,30.5,30.2,40.977,40.982,40.972,68.966,57.534,2023-03-20 23:00:00,93745.0,simaUanl3,0.3000000000000007,0.009999999999998,41.0,702.6,82.0,11.41,27.1695181299
116,29.2,29.0,29.4,39.6245,39.412,39.837,69.633,57.7,2023-03-21 00:00:00,93745.0,simaUanl3,0.3999999999999986,0.4250000000000042,37.0,702.3,80.0,11.08,25.506768003275
117,22.0,22.1,21.9,32.9965,32.977,33.016,67.433,58.966,2023-03-21 01:00:00,93745.0,simaUanl3,0.2000000000000028,0.0390000000000014,37.0,702.0,78.0,11.05,18.522690960475
118,22.9,22.8,23.1,33.486999999999995,33.163,33.811,66.817,60.267,2023-03-21 03:00:00,93745.0,simaUanl3,0.3000000000000007,0.6480000000000032,42.0,701.3,81.0,11.74,19.067238713899997
119,30.7,30.5,30.8,40.638000000000005,40.337,40.939,56.534,65.434,2023-03-21 09:00:00,93745.0,simaUanl3,0.3000000000000007,0.6019999999999968,74.0,701.7,61.0,14.66,27.83430347640001
120,40.6,40.7,40.4,47.340500000000006,47.722,46.959,30.534,84.434,2023-03-21 13:00:00,93745.0,simaUanl3,0.3000000000000042,0.7629999999999981,61.0,701.1,40.0,23.34,38.678285217275004
121,14.5,14.5,14.5,21.6955,21.895,21.496,21.633,94.367,2023-03-21 17:00:00,93745.0,simaUanl3,0.0,0.3990000000000009,24.0,699.3,30.0,27.42,15.2536774
122,9.3,9.2,9.4,13.2785,13.398,13.159,21.533,91.667,2023-03-21 18:00:00,93745.0,simaUanl3,0.200000000000001,0.238999999999999,17.0,699.5,29.0,27.32,10.8517894
123,8.6,8.5,8.7,12.2235,12.281,12.166,25.733,87.7,2023-03-21 19:00:00,93745.0,simaUanl3,0.1999999999999993,0.1150000000000002,15.0,700.0,28.0,26.74,9.9369294
124,9.8,9.9,9.7,14.588,14.784,14.392,30.834,83.333,2023-03-21 20:00:00,93745.0,simaUanl3,0.200000000000001,0.3920000000000012,16.0,700.5,32.0,25.44,10.7362212
125,10.5,10.7,10.3,15.7445,16.063,15.426,43.966,77.466,2023-03-21 23:00:00,93745.0,simaUanl3,0.3999999999999986,0.6369999999999987,20.0,701.5,42.0,22.5,10.2102488
126,16.7,16.6,16.8,25.59,25.505,25.675,66.334,70.466,2023-03-22 02:00:00,93745.0,simaUanl3,0.1999999999999993,0.1700000000000017,35.0,701.9,55.0,18.47,13.441169200000001
127,21.7,21.8,21.7,32.4,32.602,32.198,74.9,66.9,2023-03-22 07:00:00,93745.0,simaUanl3,0.1000000000000014,0.4039999999999963,39.0,701.8,66.0,15.3,17.289876
128,28.5,28.5,28.6,38.7095,38.849,38.57,72.133,68.533,2023-03-22 08:00:00,93745.0,simaUanl3,0.1000000000000014,0.2789999999999963,71.0,702.2,64.0,16.66,24.232452512275
129,17.3,17.3,17.4,25.9915,26.155,25.828,27.967,95.767,2023-03-22 15:00:00,93745.0,simaUanl3,0.0999999999999978,0.3270000000000017,41.0,700.0,39.0,27.34,16.9587906
130,13.1,13.2,13.1,19.0975,19.233,18.962,28.834,96.767,2023-03-22 16:00:00,93745.0,simaUanl3,0.0999999999999996,0.2710000000000008,27.0,699.2,37.0,28.93,13.2715992
131,13.0,13.0,13.0,18.8075,19.03,18.585,27.9,98.3,2023-03-22 17:00:00,93745.0,simaUanl3,0.0,0.4450000000000003,17.0,698.9,37.0,29.82,13.20015
132,14.2,14.3,14.2,21.241,21.349,21.133,30.5,91.666,2023-03-22 19:00:00,93745.0,simaUanl3,0.1000000000000014,0.216000000000001,17.0,698.7,37.0,29.3,14.251184
133,16.8,16.9,16.8,25.7285,25.797,25.66,33.4,88.567,2023-03-22 20:00:00,93745.0,simaUanl3,0.0999999999999978,0.1370000000000004,19.0,699.0,37.0,28.3,16.352654
134,18.5,18.7,18.3,28.216,28.351,28.081,36.8,86.334,2023-03-22 21:00:00,93745.0,simaUanl3,0.3999999999999986,0.2699999999999996,19.0,699.2,42.0,27.36,17.363024000000003
135,14.2,14.3,14.1,21.3205,21.668,20.973,53.7,81.867,2023-03-22 22:00:00,93745.0,simaUanl3,0.200000000000001,0.6950000000000003,21.0,699.5,44.0,26.51,12.293002
136,14.5,14.6,14.4,21.442,21.69,21.194,63.534,76.967,2023-03-23 00:00:00,93745.0,simaUanl3,0.1999999999999993,0.4960000000000022,18.0,699.9,65.0,22.9,11.5089772
137,18.0,17.9,18.2,27.3025,27.201,27.404,63.966,76.534,2023-03-23 01:00:00,93745.0,simaUanl3,0.3000000000000007,0.2029999999999994,18.0,699.8,66.0,22.16,14.5426408
138,17.1,17.2,17.1,25.9505,26.209,25.692,66.567,74.733,2023-03-23 02:00:00,93745.0,simaUanl3,0.0999999999999978,0.5169999999999995,20.0,700.0,73.0,21.52,13.609986600000003
139,18.2,18.2,18.1,27.813,28.123,27.503,69.433,73.3,2023-03-23 03:00:00,93745.0,simaUanl3,0.0999999999999978,0.620000000000001,24.0,699.5,79.0,20.56,14.338887399999999
