,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,humidity,temperature,time_stamp,sensor_index,Source,dif_pm2.5_alt,dif_pm2.5_atm,Dato Sinaica,PRS,RH,TOUT,US EPA
474,7.5,7.5,7.5,10.544,10.655,10.433,73.6,78.4,2023-06-02 08:00:00,93745.0,simaUanl3,0.0,0.2219999999999995,16.15,699.4,87.0,22.52,4.9307360000000005
475,10.8,10.8,10.8,14.8965,14.972,14.821,71.133,79.833,2023-06-02 09:00:00,93745.0,simaUanl3,0.0,0.1509999999999998,9.8,699.8,84.0,22.88,7.4241014000000005
476,15.3,15.3,15.4,21.5175,21.888,21.147,64.9,83.367,2023-06-02 10:00:00,93745.0,simaUanl3,0.0999999999999996,0.7410000000000032,13.74,700.0,80.0,23.84,11.430789999999998
477,15.3,15.3,15.3,21.701,22.027,21.375,60.867,85.4,2023-06-02 11:00:00,93745.0,simaUanl3,0.0,0.652000000000001,10.79,699.7,72.0,25.61,11.874588600000003
478,10.1,10.3,10.0,14.1605,14.524,13.797,54.167,89.6,2023-06-02 12:00:00,93745.0,simaUanl3,0.3000000000000007,0.7269999999999985,10.36,699.2,66.0,27.06,8.5009066
479,15.4,15.5,15.3,22.347,22.613,22.081,50.534,88.466,2023-06-02 19:00:00,93745.0,simaUanl3,0.1999999999999993,0.532,15.5,696.3,57.0,27.84,13.103797200000002
480,17.8,17.8,17.8,26.6555,26.97,26.341,70.533,80.666,2023-06-03 00:00:00,93745.0,simaUanl3,0.0,0.6289999999999978,15.53,696.9,69.0,25.16,13.6375374
481,16.0,16.1,15.9,23.572000000000003,23.66,23.484,73.4,79.333,2023-06-03 01:00:00,93745.0,simaUanl3,0.200000000000001,0.1759999999999983,16.57,697.1,75.0,24.51,11.774648000000001
482,13.1,13.2,13.1,19.182,19.184,19.18,75.7,78.067,2023-06-03 02:00:00,93745.0,simaUanl3,0.0999999999999996,0.0040000000000013,16.97,696.8,82.0,23.61,9.276028
483,13.5,13.6,13.4,19.7125,19.658,19.767,77.1,77.533,2023-06-03 03:00:00,93745.0,simaUanl3,0.1999999999999993,0.1089999999999982,17.38,697.2,81.0,23.04,9.433330000000002
484,7.9,7.8,7.9,10.9425,10.894,10.991,78.633,76.166,2023-06-03 04:00:00,93745.0,simaUanl3,0.1000000000000005,0.0969999999999995,17.06,697.6,74.0,22.9,4.705705400000001
485,9.1,9.2,9.0,12.8705,13.018,12.723,78.367,76.067,2023-06-03 05:00:00,93745.0,simaUanl3,0.1999999999999993,0.2949999999999999,9.68,697.6,75.0,22.75,5.7389066
486,11.7,11.6,11.8,16.875,16.975,16.775,77.333,76.9,2023-06-03 07:00:00,93745.0,simaUanl3,0.200000000000001,0.2000000000000028,6.37,698.4,75.0,22.64,7.926395400000001
487,9.6,9.7,9.6,13.936,14.22,13.652,72.666,78.5,2023-06-03 08:00:00,93745.0,simaUanl3,0.0999999999999996,0.5680000000000014,6.26,698.4,72.0,24.07,6.788654800000001
488,10.7,10.9,10.6,15.505,15.69,15.32,67.6,81.4,2023-06-03 09:00:00,93745.0,simaUanl3,0.3000000000000007,0.3699999999999992,6.24,698.6,66.0,24.94,8.0475
489,10.1,10.2,9.9,14.3825,14.652,14.113,71.6,79.4,2023-06-04 00:00:00,93745.0,simaUanl3,0.2999999999999989,0.5389999999999997,13.01,698.4,76.0,24.23,7.114510000000001
490,6.8,6.9,6.7,9.235,9.505,8.965,77.1,74.233,2023-06-04 01:00:00,93745.0,simaUanl3,0.2000000000000001,0.5400000000000009,12.15,698.5,79.0,22.41,3.9431200000000004
491,7.9,8.1,7.7,10.8985,11.23,10.567,76.033,75.334,2023-06-04 03:00:00,93745.0,simaUanl3,0.3999999999999994,0.6630000000000003,6.72,697.7,79.0,21.43,4.9067694
492,7.3,7.3,7.2,10.081,10.444,9.718,42.133,91.1,2023-06-04 17:00:00,93745.0,simaUanl3,0.0999999999999996,0.7260000000000009,12.72,697.7,53.0,27.82,7.4005794
493,7.9,8.0,7.9,11.1055,11.444,10.767,53.133,84.5,2023-06-04 20:00:00,93745.0,simaUanl3,0.0999999999999996,0.6770000000000014,8.39,698.2,59.0,26.02,6.9892174
494,8.3,8.4,8.2,11.697500000000002,11.944,11.451,55.933,82.666,2023-06-04 22:00:00,93745.0,simaUanl3,0.200000000000001,0.4930000000000003,9.98,699.2,67.0,24.92,7.058065400000001
495,13.8,13.9,13.6,19.904,20.193,19.615,72.034,77.233,2023-06-05 01:00:00,93745.0,simaUanl3,0.3000000000000007,0.578000000000003,10.36,699.7,74.0,23.07,9.9703652
496,18.8,18.7,19.0,27.887,28.047,27.727,69.166,76.1,2023-06-05 06:00:00,93745.0,simaUanl3,0.3000000000000007,0.3200000000000003,17.79,699.6,82.0,21.39,14.400678800000001
497,5.9,6.1,5.7,8.2095,8.587,7.832,54.034,81.533,2023-06-05 21:00:00,93745.0,simaUanl3,0.3999999999999994,0.7549999999999999,11.75,699.7,53.0,27.0,5.394047200000001
498,5.3,5.5,5.2,7.049,7.292,6.806,60.1,78.1,2023-06-05 22:00:00,93745.0,simaUanl3,0.2999999999999998,0.4859999999999997,13.22,700.4,65.0,24.42,4.263056000000001
499,10.9,11.1,10.8,16.354,16.625,16.083,58.367,77.8,2023-06-06 07:00:00,93745.0,simaUanl3,0.2999999999999989,0.5420000000000016,29.0,701.1,66.0,22.2,9.2882606
500,6.5,6.7,6.4,8.981000000000002,9.351,8.611,42.266,88.5,2023-06-06 20:00:00,93745.0,simaUanl3,0.2999999999999998,0.7400000000000002,12.01,698.7,49.0,28.02,6.812714800000002
501,6.6,6.7,6.5,9.0825,9.447,8.718,44.0,87.033,2023-06-06 21:00:00,93745.0,simaUanl3,0.2000000000000001,0.7289999999999992,9.76,699.0,51.0,27.41,6.71643
502,14.1,14.1,14.0,21.504,21.485,21.523,68.0,77.7,2023-06-07 06:00:00,93745.0,simaUanl3,0.0999999999999996,0.0380000000000002,15.07,699.4,77.0,22.61,11.156496
503,17.5,17.5,17.4,24.8775,24.939,24.816,67.3,80.0,2023-06-08 06:00:00,93745.0,simaUanl3,0.1000000000000014,0.1230000000000011,29.28,699.8,79.0,23.03,12.984550000000002
504,21.2,21.2,21.1,31.028,31.38,30.676,47.5,87.8,2023-06-09 00:00:00,93745.0,simaUanl3,0.0999999999999978,0.7040000000000006,20.32,699.4,54.0,27.73,18.3320198704
505,24.7,24.8,24.7,34.811499999999995,35.181,34.442,66.6,80.966,2023-06-09 05:00:00,93745.0,simaUanl3,0.1000000000000014,0.7389999999999972,27.75,699.0,73.0,24.36,20.444497472474996
506,20.9,20.8,20.9,30.445,30.763,30.127,63.1,85.4,2023-06-10 01:00:00,93745.0,simaUanl3,0.0999999999999978,0.6360000000000028,22.37,697.4,50.0,28.65,16.441439127500004
507,22.0,22.0,22.1,31.6595,31.981,31.338,65.1,84.2,2023-06-10 02:00:00,93745.0,simaUanl3,0.1000000000000014,0.6430000000000007,21.7,697.1,54.0,27.86,17.416218117275
508,24.2,24.2,24.2,33.986000000000004,34.266,33.706,69.367,80.933,2023-06-10 07:00:00,93745.0,simaUanl3,0.0,0.5599999999999952,25.25,697.7,79.0,24.36,19.353861967600004
509,21.4,21.3,21.5,30.793,31.167,30.419,48.4,93.067,2023-06-11 20:00:00,93745.0,simaUanl3,0.1999999999999993,0.7480000000000011,24.88,697.3,58.0,30.67,18.033338921899997
510,23.8,23.6,24.0,33.2675,33.648,32.887,71.767,82.667,2023-06-12 04:00:00,93745.0,simaUanl3,0.3999999999999986,0.7610000000000028,24.48,697.6,76.0,25.97,18.419844986875
511,14.5,14.5,14.5,20.7355,20.774,20.697,24.834,100.066,2023-06-13 21:00:00,93745.0,simaUanl3,0.0,0.0770000000000017,13.65,695.5,17.0,36.05,14.4747112
512,16.7,16.6,16.7,24.2865,24.523,24.05,27.466,97.934,2023-06-13 22:00:00,93745.0,simaUanl3,0.0999999999999978,0.472999999999999,13.61,695.8,19.0,34.94,16.108556800000002
513,20.6,20.7,20.4,29.7855,29.97,29.601,28.934,100.1,2023-06-14 21:00:00,93745.0,simaUanl3,0.3000000000000007,0.3689999999999998,24.06,695.2,31.0,35.07,18.8634912
514,26.1,26.3,26.0,35.331,35.578,35.084,30.966,99.633,2023-06-15 20:00:00,93745.0,simaUanl3,0.3000000000000007,0.4939999999999998,34.54,696.1,36.0,34.26,24.061554049100007
515,46.2,46.3,46.2,50.022,50.342,49.702,61.966,86.133,2023-06-18 06:00:00,93745.0,simaUanl3,0.0999999999999943,0.6400000000000006,45.8,697.7,69.0,27.66,39.7258228
516,5.0,5.1,4.8,6.7305,7.056,6.405,59.8,82.566,2023-06-24 04:00:00,93745.0,simaUanl3,0.2999999999999998,0.6509999999999998,13.0,700.1,66.0,26.0,4.122022000000001
517,7.3,7.5,7.2,9.9805,10.104,9.857,22.034,104.167,2023-06-24 19:00:00,93745.0,simaUanl3,0.2999999999999998,0.2469999999999999,14.0,699.3,27.0,35.8,9.0804512
518,7.1,7.2,7.1,9.8575,10.105,9.61,24.567,100.133,2023-06-24 20:00:00,93745.0,simaUanl3,0.1000000000000005,0.495000000000001,14.0,699.7,28.0,34.62,8.7976546
519,5.3,5.4,5.1,6.871,7.133,6.609,39.9,93.633,2023-06-24 22:00:00,93745.0,simaUanl3,0.3000000000000007,0.524,12.0,700.4,40.0,32.23,5.911024
520,4.2,4.4,4.1,5.097,5.418,4.776,43.034,91.133,2023-06-24 23:00:00,93745.0,simaUanl3,0.3000000000000007,0.6420000000000003,12.0,700.6,49.0,30.68,4.711297200000001
521,3.4,3.5,3.4,3.932,4.096,3.768,45.934,88.767,2023-06-25 00:00:00,93745.0,simaUanl3,0.1,0.3280000000000003,11.0,698.3,52.0,29.73,3.8508572
522,3.4,3.4,3.3,3.879,4.091,3.667,50.8,86.733,2023-06-25 01:00:00,93745.0,simaUanl3,0.1,0.4240000000000004,10.0,699.1,54.0,28.82,3.403636000000001
523,2.8,2.9,2.6,2.7335000000000003,2.938,2.529,53.3,85.2,2023-06-25 02:00:00,93745.0,simaUanl3,0.2999999999999998,0.4090000000000002,9.0,699.4,60.0,27.34,2.5878940000000004
524,3.1,3.2,3.0,3.3015,3.463,3.14,55.867,83.534,2023-06-25 03:00:00,93745.0,simaUanl3,0.2000000000000001,0.3229999999999999,8.0,699.3,66.0,25.97,2.664250600000001
525,2.7,2.7,2.7,2.6845,2.741,2.628,58.534,82.367,2023-06-25 04:00:00,93745.0,simaUanl3,0.0,0.1129999999999999,9.0,700.5,69.0,25.22,2.1110472000000007
526,3.0,3.1,3.0,3.186,3.316,3.056,60.767,81.4,2023-06-25 05:00:00,93745.0,simaUanl3,0.1,0.2599999999999998,9.0,700.8,71.0,24.7,2.1813486
527,3.9,4.0,3.8,4.708500000000001,4.823,4.594,62.3,80.867,2023-06-25 06:00:00,93745.0,simaUanl3,0.2000000000000001,0.2290000000000001,10.0,700.5,73.0,24.23,2.8469940000000005
528,6.1,6.1,6.0,8.475000000000001,8.685,8.265,63.3,81.0,2023-06-25 07:00:00,93745.0,simaUanl3,0.0999999999999996,0.4199999999999999,13.0,701.3,73.0,24.42,4.734440000000001
529,5.4,5.5,5.2,6.9905,7.333,6.648,42.0,94.966,2023-06-25 10:00:00,93745.0,simaUanl3,0.2999999999999998,0.6850000000000005,17.0,701.6,51.0,30.37,5.792622
530,6.0,6.0,5.9,7.441,7.478,7.404,26.034,100.167,2023-06-25 20:00:00,93745.0,simaUanl3,0.0999999999999996,0.0739999999999998,9.0,682.9,30.0,34.38,7.4049532000000005
531,6.8,6.9,6.6,9.1425,9.485,8.8,29.834,98.0,2023-06-25 21:00:00,93745.0,simaUanl3,0.3000000000000007,0.6849999999999987,11.0,685.2,33.0,33.43,7.968979200000001
532,3.5,3.7,3.4,4.2405,4.601,3.88,42.367,89.7,2023-06-26 00:00:00,93745.0,simaUanl3,0.3000000000000002,0.7210000000000001,8.0,691.0,46.0,30.19,4.3199866
533,3.8,3.9,3.7,4.3740000000000006,4.577,4.171,44.2,88.067,2023-06-26 01:00:00,93745.0,simaUanl3,0.1999999999999997,0.4059999999999997,8.0,691.6,48.0,29.31,4.231936
534,3.0,3.0,2.9,3.139,3.357,2.921,47.133,86.434,2023-06-26 02:00:00,93745.0,simaUanl3,0.1,0.4360000000000004,9.0,689.1,52.0,28.04,3.3319713999999996
535,3.2,3.3,3.2,3.5575,3.756,3.359,51.0,84.966,2023-06-26 03:00:00,93745.0,simaUanl3,0.0999999999999996,0.3969999999999998,9.0,686.7,56.0,26.9,3.21793
536,3.8,3.8,3.7,4.57,4.753,4.387,53.667,83.966,2023-06-26 04:00:00,93745.0,simaUanl3,0.0999999999999996,0.3660000000000005,10.0,682.7,60.0,26.12,3.5185846000000005
537,5.2,5.3,5.1,6.8985,7.141,6.656,56.534,82.5,2023-06-26 05:00:00,93745.0,simaUanl3,0.2000000000000001,0.4850000000000003,11.0,689.0,63.0,25.68,4.491583200000001
538,4.8,4.8,4.8,6.153499999999999,6.313,5.994,59.666,81.666,2023-06-26 06:00:00,93745.0,simaUanl3,0.0,0.3189999999999999,11.0,697.6,66.0,25.13,3.8312248
539,5.9,6.0,5.8,7.9065,8.13,7.683,60.267,81.933,2023-06-26 07:00:00,93745.0,simaUanl3,0.2000000000000001,0.4470000000000009,13.0,700.8,66.0,25.09,4.697990600000001
540,6.0,6.2,5.9,8.048,8.395,7.701,50.567,88.133,2023-06-26 08:00:00,93745.0,simaUanl3,0.2999999999999998,0.694,19.0,701.1,59.0,26.99,5.608276600000001
541,4.0,4.2,3.9,3.9325,4.152,3.713,16.8,109.8,2023-06-26 17:00:00,93745.0,simaUanl3,0.3000000000000002,0.439,11.0,685.2,22.0,36.93,6.36247
542,3.1,3.1,3.2,2.704,2.357,3.051,17.533,104.333,2023-06-26 19:00:00,93745.0,simaUanl3,0.1,0.694,9.0,682.4,22.0,35.79,5.6555514
543,5.2,5.3,5.0,6.574999999999999,6.853,6.297,22.566,98.034,2023-06-26 21:00:00,93745.0,simaUanl3,0.2999999999999998,0.556,8.0,699.4,26.0,33.45,7.2501108
544,4.0,4.1,3.9,4.6665,4.873,4.46,22.334,97.733,2023-06-26 22:00:00,93745.0,simaUanl3,0.1999999999999997,0.4130000000000002,7.0,682.3,25.0,33.09,6.2700552
545,8.3,8.5,8.2,11.9435,12.242,11.645,31.466,93.333,2023-06-26 23:00:00,93745.0,simaUanl3,0.3000000000000007,0.5970000000000013,9.0,695.5,27.0,32.32,9.2960248
546,10.0,10.2,9.8,14.486999999999998,14.777,14.197,46.433,89.067,2023-06-27 00:00:00,93745.0,simaUanl3,0.3999999999999986,0.5800000000000001,12.0,693.0,35.0,30.68,9.3386634
547,9.3,9.4,9.1,13.2625,13.48,13.045,51.867,86.667,2023-06-27 01:00:00,93745.0,simaUanl3,0.3000000000000007,0.4350000000000005,12.0,689.2,41.0,29.49,8.2286146
548,10.1,10.2,9.9,14.2305,14.466,13.995,64.4,81.567,2023-06-27 05:00:00,93745.0,simaUanl3,0.2999999999999989,0.4710000000000001,19.0,689.3,70.0,25.17,7.655501999999999
549,10.2,10.3,10.0,14.483,14.745,14.221,66.6,80.334,2023-06-27 06:00:00,93745.0,simaUanl3,0.3000000000000007,0.5239999999999991,19.0,695.2,76.0,24.3,7.598172000000002
550,10.3,10.3,10.2,14.714,14.865,14.563,66.7,80.4,2023-06-27 07:00:00,93745.0,simaUanl3,0.1000000000000014,0.3019999999999996,18.0,693.0,76.0,24.21,7.710596
551,4.9,5.1,4.8,5.626,5.927,5.325,17.133,109.733,2023-06-27 16:00:00,93745.0,simaUanl3,0.2999999999999998,0.6019999999999994,14.0,687.8,24.0,36.76,7.2211594
552,4.6,4.7,4.6,5.2325,5.332,5.133,15.434,109.1,2023-06-27 17:00:00,93745.0,simaUanl3,0.1000000000000005,0.1989999999999998,16.0,686.9,21.0,36.94,7.1614192
553,3.9,3.9,3.9,4.0995,3.837,4.362,14.3,107.034,2023-06-27 18:00:00,93745.0,simaUanl3,0.0,0.5249999999999999,14.0,688.6,19.0,36.32,6.665478
554,3.6,3.6,3.6,3.6765,3.423,3.93,12.834,103.633,2023-06-27 19:00:00,93745.0,simaUanl3,0.0,0.5070000000000001,11.0,695.3,19.0,35.55,6.5701952
555,4.5,4.6,4.5,5.361000000000001,5.431,5.291,13.867,99.333,2023-06-27 20:00:00,93745.0,simaUanl3,0.0999999999999996,0.1399999999999996,11.0,690.8,19.0,34.34,7.363828600000001
556,6.4,6.6,6.3,8.6425,9.02,8.265,17.834,97.633,2023-06-27 21:00:00,93745.0,simaUanl3,0.2999999999999998,0.754999999999999,12.0,692.6,21.0,33.35,8.7413792
557,11.0,11.1,10.8,15.9835,16.154,15.813,51.433,86.6,2023-06-28 01:00:00,93745.0,simaUanl3,0.2999999999999989,0.3409999999999993,19.0,694.9,49.0,28.63,9.6918294
558,7.7,7.9,7.6,10.546,10.91,10.182,59.1,81.6,2023-06-28 04:00:00,93745.0,simaUanl3,0.3000000000000007,0.7279999999999998,20.0,695.4,67.0,25.56,6.181684
559,6.8,6.9,6.7,9.0685,9.314,8.823,60.867,80.5,2023-06-28 05:00:00,93745.0,simaUanl3,0.2000000000000001,0.4909999999999996,17.0,694.9,70.0,24.62,5.255158600000001
560,7.4,7.5,7.4,10.165,10.363,9.967,62.066,79.633,2023-06-28 06:00:00,93745.0,simaUanl3,0.0999999999999996,0.395999999999999,15.0,695.8,73.0,23.72,5.7263708
561,8.8,8.8,8.7,12.3245,12.512,12.137,62.534,79.633,2023-06-28 07:00:00,93745.0,simaUanl3,0.1000000000000014,0.375,15.0,698.3,74.0,23.5,6.8176072
562,8.0,8.2,7.9,11.1325,11.448,10.817,56.466,83.233,2023-06-28 08:00:00,93745.0,simaUanl3,0.2999999999999989,0.6310000000000002,17.0,699.8,66.0,25.8,6.716060800000001
563,8.1,8.2,8.0,11.3125,11.638,10.987,47.867,88.367,2023-06-28 09:00:00,93745.0,simaUanl3,0.1999999999999993,0.6509999999999998,18.0,700.1,60.0,27.02,7.551614600000001
564,5.9,6.0,5.7,7.296,7.405,7.187,14.433,108.6,2023-06-28 16:00:00,93745.0,simaUanl3,0.2999999999999998,0.2179999999999999,16.0,697.1,19.0,36.29,8.328979400000001
565,6.0,6.1,5.9,7.499,7.521,7.477,14.2,107.733,2023-06-28 17:00:00,93745.0,simaUanl3,0.1999999999999993,0.0439999999999995,15.0,696.6,18.0,36.05,8.455436
566,5.8,5.9,5.6,7.138999999999999,7.116,7.162,15.334,106.333,2023-06-28 18:00:00,93745.0,simaUanl3,0.3000000000000007,0.0460000000000002,12.0,696.6,20.0,35.6,8.1690452
567,5.8,5.9,5.7,7.1080000000000005,7.027,7.189,17.934,103.067,2023-06-28 19:00:00,93745.0,simaUanl3,0.2000000000000001,0.1619999999999999,12.0,696.6,22.0,34.85,7.9286812
568,6.2,6.3,6.2,8.219,8.497,7.941,22.666,98.267,2023-06-28 20:00:00,93745.0,simaUanl3,0.0999999999999996,0.556,10.0,697.5,24.0,33.68,8.1029468
569,7.2,7.3,7.1,9.948,10.259,9.637,34.533,94.067,2023-06-28 21:00:00,93745.0,simaUanl3,0.2000000000000001,0.6219999999999999,12.0,698.3,33.0,31.96,7.9860074
570,6.1,6.2,6.0,8.204,8.432,7.976,51.4,87.233,2023-06-28 23:00:00,93745.0,simaUanl3,0.2000000000000001,0.4560000000000004,13.0,699.7,56.0,28.47,5.618216000000001
571,6.6,6.7,6.6,8.979,9.173,8.785,53.367,85.8,2023-06-29 00:00:00,93745.0,simaUanl3,0.1000000000000005,0.3879999999999999,12.0,699.9,59.0,27.67,5.8547606
572,8.8,9.0,8.7,12.4925,12.833,12.152,56.966,84.166,2023-06-29 01:00:00,93745.0,simaUanl3,0.3000000000000007,0.6810000000000009,12.0,699.6,62.0,26.81,7.385600800000001
573,9.6,9.7,9.5,13.579,13.828,13.33,59.9,82.867,2023-06-29 02:00:00,93745.0,simaUanl3,0.1999999999999993,0.4979999999999993,13.0,699.4,67.0,25.64,7.702016
574,7.6,7.6,7.6,10.369,10.614,10.124,61.867,81.667,2023-06-29 03:00:00,93745.0,simaUanl3,0.0,0.4900000000000002,13.0,699.3,69.0,25.08,5.8504206000000005
575,7.5,7.4,7.7,10.086,10.026,10.146,63.067,81.333,2023-06-29 05:00:00,93745.0,simaUanl3,0.2999999999999998,0.120000000000001,12.0,699.6,75.0,24.08,5.5986886
576,7.9,7.9,7.9,10.832999999999998,11.107,10.559,64.633,80.367,2023-06-29 06:00:00,93745.0,simaUanl3,0.0,0.548,13.0,699.9,76.0,23.73,5.8551274
577,7.9,7.9,7.9,10.7585,10.857,10.66,63.934,81.0,2023-06-29 07:00:00,93745.0,simaUanl3,0.0,0.1969999999999991,15.0,700.3,76.0,23.86,5.8763432
578,8.1,8.1,8.1,11.203,11.299,11.107,60.2,83.0,2023-06-29 08:00:00,93745.0,simaUanl3,0.0,0.1920000000000001,17.0,700.7,71.0,25.17,6.431132
579,8.5,8.7,8.4,11.8915,12.224,11.559,48.966,89.534,2023-06-29 10:00:00,93745.0,simaUanl3,0.2999999999999989,0.6650000000000009,18.0,701.1,65.0,26.2,7.760276800000001
580,5.8,6.0,5.7,7.047000000000001,7.096,6.998,25.733,105.833,2023-06-29 16:00:00,93745.0,simaUanl3,0.2999999999999998,0.0979999999999998,12.0,698.4,33.0,34.75,7.2244434
581,4.0,4.0,4.0,4.3975,4.367,4.428,27.834,99.6,2023-06-29 18:00:00,93745.0,simaUanl3,0.0,0.0609999999999999,9.0,697.9,34.0,33.59,5.654999200000001
582,3.2,3.3,3.2,3.374,3.56,3.188,28.334,97.867,2023-06-29 19:00:00,93745.0,simaUanl3,0.0999999999999996,0.3719999999999999,9.0,697.9,35.0,33.01,5.0755852
583,5.1,5.1,5.1,6.345000000000001,6.599,6.091,31.267,96.367,2023-06-29 20:00:00,93745.0,simaUanl3,0.0,0.508,8.0,698.2,36.0,32.43,6.3795646
584,5.4,5.5,5.3,6.9925,7.311,6.674,37.2,94.667,2023-06-29 21:00:00,93745.0,simaUanl3,0.2000000000000001,0.6369999999999996,9.0,698.6,39.0,31.86,6.2074300000000004
585,4.8,4.9,4.6,5.933,6.291,5.575,43.367,91.233,2023-06-29 22:00:00,93745.0,simaUanl3,0.3000000000000007,0.7160000000000002,10.0,698.9,44.0,31.06,5.1206566
586,4.5,4.6,4.5,5.5865,5.787,5.386,49.5,87.534,2023-06-29 23:00:00,93745.0,simaUanl3,0.0999999999999996,0.4009999999999998,10.0,699.6,53.0,29.12,4.410426000000001
587,4.7,4.7,4.7,5.8105,5.963,5.658,53.333,85.833,2023-06-30 00:00:00,93745.0,simaUanl3,0.0,0.3049999999999997,9.0,700.1,58.0,27.82,4.1973974
588,4.5,4.6,4.5,5.427,5.66,5.194,54.834,84.834,2023-06-30 01:00:00,93745.0,simaUanl3,0.0999999999999996,0.4660000000000002,10.0,700.1,61.0,27.17,3.8670571999999996
589,4.8,4.8,4.8,5.9195,6.152,5.687,58.333,83.834,2023-06-30 02:00:00,93745.0,simaUanl3,0.0,0.4649999999999998,9.0,700.1,62.0,26.6,3.8235134
590,4.4,4.5,4.3,5.464,5.621,5.307,61.467,82.867,2023-06-30 03:00:00,93745.0,simaUanl3,0.2000000000000001,0.314,9.0,699.9,67.0,25.79,3.3146806000000004
591,4.0,3.9,4.0,4.618,4.674,4.562,63.867,82.067,2023-06-30 04:00:00,93745.0,simaUanl3,0.1,0.1120000000000001,8.0,700.0,71.0,25.12,2.6644966000000005
592,3.9,3.9,4.0,4.545,4.634,4.456,65.133,81.867,2023-06-30 05:00:00,93745.0,simaUanl3,0.1,0.1779999999999999,9.0,700.2,74.0,24.77,2.5171154000000002
593,4.4,4.4,4.4,5.302,5.371,5.233,65.9,81.8,2023-06-30 06:00:00,93745.0,simaUanl3,0.0,0.1380000000000008,9.0,700.4,74.0,24.71,2.847667999999999
594,4.7,4.7,4.7,5.896,6.079,5.713,60.467,84.367,2023-06-30 08:00:00,93745.0,simaUanl3,0.0,0.3659999999999996,10.0,701.0,69.0,26.18,3.6272486
595,5.6,5.7,5.5,7.448,7.687,7.209,54.666,87.233,2023-06-30 09:00:00,93745.0,simaUanl3,0.2000000000000001,0.4780000000000006,13.0,701.2,69.0,26.14,4.940542800000001
596,4.5,4.6,4.4,5.6515,5.936,5.367,46.133,92.3,2023-06-30 10:00:00,93745.0,simaUanl3,0.1999999999999993,0.569,10.0,701.1,62.0,28.02,4.7347214
597,4.2,4.2,4.2,5.074,5.303,4.845,40.3,96.233,2023-06-30 11:00:00,93745.0,simaUanl3,0.0,0.4580000000000002,9.0,700.8,53.0,29.63,4.934916
598,4.2,4.3,4.2,4.7285,4.655,4.802,36.133,98.967,2023-06-30 12:00:00,93745.0,simaUanl3,0.0999999999999996,0.1469999999999993,8.0,700.3,47.0,31.26,5.1130694000000005
599,4.2,4.3,4.2,4.585,4.495,4.675,31.767,102.1,2023-06-30 13:00:00,93745.0,simaUanl3,0.0999999999999996,0.1799999999999997,7.0,700.0,43.0,32.44,5.414224600000001
600,3.9,4.0,3.7,3.9825,3.881,4.084,29.833,103.566,2023-06-30 14:00:00,93745.0,simaUanl3,0.2999999999999998,0.2029999999999998,7.0,699.4,40.0,33.38,5.2652254
601,4.2,4.2,4.2,4.802,4.753,4.851,32.5,99.9,2023-06-30 15:00:00,93745.0,simaUanl3,0.0,0.0979999999999998,8.0,699.2,42.0,32.08,5.464748
602,5.1,5.1,5.0,6.4655000000000005,6.768,6.163,36.534,96.4,2023-06-30 16:00:00,93745.0,simaUanl3,0.0999999999999996,0.6049999999999995,8.0,698.7,44.0,31.46,5.988691200000001
603,6.4,6.4,6.3,7.9975,8.339,7.656,35.967,96.034,2023-06-30 19:00:00,93745.0,simaUanl3,0.1000000000000005,0.6830000000000007,9.0,698.4,44.0,31.48,6.8403346
604,4.9,4.9,4.8,6.2170000000000005,6.376,6.058,53.234,88.133,2023-06-30 23:00:00,93745.0,simaUanl3,0.1000000000000005,0.3180000000000005,13.0,699.2,52.0,29.08,4.4189372
605,4.8,4.9,4.7,6.093500000000001,6.365,5.822,57.067,85.867,2023-07-01 01:00:00,93745.0,simaUanl3,0.2000000000000001,0.5430000000000001,12.0,699.9,67.0,26.97,4.0238186
606,5.0,5.1,4.9,6.4955,6.814,6.177,59.233,84.333,2023-07-01 02:00:00,93745.0,simaUanl3,0.1999999999999993,0.6370000000000005,11.0,700.0,69.0,26.37,4.0477574
607,5.2,5.2,5.1,6.731999999999999,6.946,6.518,62.4,83.166,2023-07-01 03:00:00,93745.0,simaUanl3,0.1000000000000005,0.4279999999999999,11.0,700.2,71.0,25.81,3.898688
608,4.7,4.7,4.7,5.917,6.147,5.687,62.7,82.933,2023-07-01 04:00:00,93745.0,simaUanl3,0.0,0.4599999999999999,12.0,700.3,73.0,25.32,3.4457679999999997
609,5.8,5.8,5.8,7.588,7.681,7.495,63.6,82.834,2023-07-01 05:00:00,93745.0,simaUanl3,0.0,0.1859999999999999,12.0,700.8,73.0,25.18,4.243792000000001
610,6.2,6.3,6.1,8.294,8.543,8.045,64.166,82.5,2023-07-01 06:00:00,93745.0,simaUanl3,0.2000000000000001,0.4979999999999993,10.0,701.1,75.0,24.97,4.564946800000001
611,6.3,6.2,6.3,8.374,8.457,8.291,65.434,82.2,2023-07-01 07:00:00,93745.0,simaUanl3,0.0999999999999996,0.1660000000000003,10.0,701.3,76.0,24.82,4.4975652
612,7.4,7.5,7.4,10.2245,10.389,10.06,58.266,86.267,2023-07-01 09:00:00,93745.0,simaUanl3,0.0999999999999996,0.3289999999999988,12.0,701.8,69.0,26.65,6.0851088
