date,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
1/1/2022 0:00,5.1,83.1,58.2,141.4,12.0,293.0,259.0,706.2,0.0,60.0,6.1,0.0,22.17,1.3,290.0
1/1/2022 1:00,4.0,62.1,49.4,111.5,8.0,554.0,370.0,705.8,0.0,65.0,6.0,0.0,21.39,2.8,288.0
1/1/2022 2:00,2.67,34.5,45.9,80.3,7.0,397.0,266.0,705.7,0.0,62.0,7.6,0.0,20.95,2.8,295.0
1/1/2022 3:00,3.23,53.4,45.1,98.5,8.0,412.0,290.0,705.4,0.0,65.0,7.7,0.0,20.14,3.5,238.0
1/1/2022 4:00,2.99,52.5,43.6,96.1,7.0,470.0,306.0,705.4,0.0,67.0,7.1,0.0,19.56,3.9,257.0
1/1/2022 5:00,2.57,43.8,42.2,86.0,6.0,374.0,219.0,705.3,0.0,66.0,6.6,0.0,18.97,3.7,249.0
1/1/2022 6:00,1.52,17.3,39.3,56.5,5.0,274.0,111.0,705.4,0.0,56.0,6.5,0.0,19.53,6.3,233.0
1/1/2022 7:00,0.91,9.4,30.4,39.8,6.0,132.0,35.0,705.9,0.0,39.0,6.4,0.0,21.06,6.4,228.0
1/1/2022 8:00,0.54,9.2,12.6,21.7,11.0,81.0,10.0,706.3,0.0,22.0,6.0,0.007,26.82,14.5,296.0
1/1/2022 9:00,0.42,6.6,7.7,14.3,16.0,117.0,11.0,706.9,0.0,19.0,5.4,0.05,29.01,13.2,287.0
1/1/2022 10:00,0.6,6.8,6.2,12.9,22.0,77.0,9.0,707.6,0.0,17.0,8.7,0.163,30.96,14.2,315.0
1/1/2022 11:00,0.41,7.6,7.2,14.6,24.0,50.0,16.0,707.8,0.0,16.0,5.4,0.27,32.25,14.7,303.0
1/1/2022 12:00,0.46,7.9,9.1,17.0,27.0,49.0,22.0,707.5,0.0,15.0,5.7,0.345,33.73,10.0,301.0
1/1/2022 13:00,0.42,7.0,8.4,15.3,31.0,40.0,20.0,706.7,0.0,12.0,5.1,0.38,34.28,14.9,284.0
1/1/2022 14:00,0.42,7.9,9.1,16.9,34.0,95.0,14.0,706.0,0.0,9.0,4.5,0.392,34.47,19.8,305.0
1/1/2022 15:00,0.4,7.6,10.7,18.3,35.0,83.0,11.0,705.5,0.0,7.0,4.3,0.36,35.16,17.7,294.0
1/1/2022 16:00,0.41,7.2,10.4,17.5,37.0,59.0,11.0,705.5,0.0,6.0,4.4,0.283,35.25,19.4,300.0
1/1/2022 17:00,0.45,7.7,13.3,21.0,36.0,34.0,6.0,705.6,0.0,6.0,4.6,0.186,34.97,16.9,302.0
1/1/2022 18:00,0.43,4.1,16.0,20.1,40.0,30.0,20.0,706.3,0.0,13.0,5.3,0.044,32.87,7.8,202.0
1/1/2022 19:00,0.45,5.2,16.0,21.2,31.0,42.0,2.0,707.0,0.0,9.0,5.5,0.0,31.38,7.5,250.0
1/1/2022 20:00,0.74,13.6,34.9,48.4,13.0,27.0,,707.5,0.0,10.0,5.6,0.0,30.02,5.7,269.0
1/1/2022 21:00,1.07,36.0,43.3,79.2,6.0,32.0,14.0,708.0,0.0,14.0,5.4,0.0,27.7,6.6,216.0
1/1/2022 22:00,0.97,64.4,43.0,107.4,6.0,61.0,8.0,708.4,0.0,17.0,5.5,0.0,25.92,5.1,209.0
1/1/2022 23:00,1.05,59.4,40.8,100.2,5.0,46.0,10.0,708.8,0.0,20.0,7.1,0.0,24.42,2.9,254.0
1/2/2022 0:00,1.19,61.8,39.5,101.2,6.0,56.0,16.0,709.0,0.0,23.0,6.5,0.0,23.14,4.0,226.0
1/2/2022 1:00,1.55,78.6,38.1,116.8,6.0,62.0,27.0,709.3,0.0,25.0,7.1,0.0,22.46,3.6,226.0
1/2/2022 2:00,0.9,19.7,32.3,51.9,8.0,81.0,16.0,709.7,0.0,20.0,7.1,0.0,23.55,8.2,230.0
1/2/2022 3:00,0.84,14.5,26.1,40.6,12.0,52.0,9.0,710.2,0.0,20.0,6.9,0.0,23.53,9.6,264.0
1/2/2022 4:00,0.38,5.3,9.9,15.2,29.0,54.0,7.0,711.7,0.0,18.0,4.7,0.0,23.29,19.3,349.0
1/2/2022 5:00,0.32,4.6,4.5,9.0,36.0,151.0,13.0,713.5,0.0,20.0,4.3,0.0,20.4,19.9,3.0
1/2/2022 6:00,0.33,6.0,5.8,11.8,34.0,172.0,5.0,715.0,0.0,22.0,4.9,0.0,18.57,21.1,6.0
1/2/2022 7:00,0.46,7.6,7.3,14.9,30.0,167.0,6.0,716.4,0.0,32.0,7.0,0.0,15.85,21.1,353.0
1/2/2022 8:00,0.39,8.0,7.2,15.1,29.0,157.0,,718.0,0.0,36.0,4.8,0.008,13.24,21.3,3.0
1/2/2022 9:00,0.39,11.3,8.9,20.1,27.0,154.0,2.0,719.7,0.0,37.0,5.2,0.066,11.33,19.8,15.0
1/2/2022 10:00,0.45,15.1,9.6,24.7,23.0,122.0,,721.2,0.0,38.0,5.5,0.168,10.25,18.0,26.0
1/2/2022 11:00,0.47,16.6,11.0,27.5,24.0,89.0,,722.2,0.0,33.0,6.5,0.268,10.97,15.6,26.0
1/2/2022 12:00,0.45,14.9,10.0,24.9,27.0,103.0,4.0,722.2,0.0,30.0,6.0,0.349,11.97,15.4,17.0
1/2/2022 13:00,0.47,14.2,10.4,24.6,28.0,82.0,6.0,721.7,0.0,28.0,5.1,0.396,13.37,14.3,21.0
1/2/2022 14:00,0.46,13.7,10.5,24.1,29.0,63.0,10.0,721.2,0.0,26.0,4.7,0.401,14.36,13.9,15.0
1/2/2022 15:00,0.49,15.7,13.3,29.0,29.0,50.0,8.0,721.0,0.0,24.0,5.8,0.364,14.63,14.3,23.0
1/2/2022 16:00,0.5,16.4,13.0,29.4,29.0,52.0,10.0,721.2,0.0,24.0,6.3,0.287,14.33,15.8,18.0
1/2/2022 17:00,0.52,16.0,14.2,30.2,,49.0,3.0,721.5,0.0,23.0,5.8,0.179,14.02,15.4,12.0
1/2/2022 18:00,0.55,13.4,14.7,28.1,,60.0,9.0,722.1,0.0,23.0,5.8,0.046,12.76,15.6,9.0
1/2/2022 19:00,0.58,17.9,19.6,37.5,25.0,57.0,3.0,722.8,0.0,23.0,6.3,0.0,11.39,13.9,15.0
1/2/2022 20:00,0.59,20.5,23.5,44.0,22.0,46.0,,723.6,0.0,22.0,5.9,0.0,10.43,11.3,17.0
1/2/2022 21:00,0.59,18.9,30.1,49.0,16.0,32.0,,724.2,0.0,22.0,4.9,0.0,9.71,6.3,30.0
1/2/2022 22:00,0.59,20.2,26.3,46.4,20.0,27.0,,724.6,0.0,21.0,4.6,0.0,9.34,7.7,15.0
1/2/2022 23:00,0.53,13.7,20.7,34.3,25.0,22.0,,724.9,0.0,21.0,4.8,0.0,9.27,9.2,4.0
1/3/2022 0:00,0.47,9.6,16.6,26.1,28.0,18.0,3.0,724.9,0.0,21.0,5.4,0.0,9.02,9.0,357.0
1/3/2022 1:00,0.43,6.4,12.0,18.4,32.0,22.0,2.0,724.7,0.0,22.0,7.3,0.0,8.5,9.9,356.0
1/3/2022 2:00,0.41,7.5,17.5,24.9,24.0,22.0,3.0,724.6,0.0,26.0,5.0,0.0,7.35,7.2,35.0
1/3/2022 3:00,0.43,7.4,19.5,26.8,20.0,20.0,6.0,724.4,0.0,28.0,6.7,0.0,6.57,6.1,8.0
1/3/2022 4:00,0.44,8.8,20.6,29.4,17.0,22.0,4.0,724.1,0.0,30.0,6.7,0.0,6.35,5.9,7.0
1/3/2022 5:00,0.49,16.3,25.6,41.9,12.0,24.0,3.0,723.7,0.0,32.0,6.8,0.0,6.06,6.0,2.0
1/3/2022 6:00,0.61,29.2,33.2,62.4,10.0,33.0,10.0,723.9,0.0,31.0,5.5,0.0,6.34,5.7,3.0
1/3/2022 7:00,0.98,72.6,37.9,110.5,6.0,39.0,8.0,724.4,0.0,32.0,6.0,0.0,6.04,7.8,16.0
1/3/2022 8:00,1.11,81.6,38.4,120.1,6.0,58.0,15.0,724.7,0.0,33.0,5.9,0.006,5.85,5.2,48.0
1/3/2022 9:00,0.99,51.9,36.1,88.0,14.0,63.0,4.0,725.1,0.0,28.0,9.7,0.063,8.08,7.4,41.0
1/3/2022 10:00,0.88,39.2,32.5,71.6,22.0,46.0,12.0,725.4,0.0,26.0,10.3,0.169,9.83,6.9,43.0
1/3/2022 11:00,0.7,24.2,29.6,53.8,31.0,44.0,22.0,725.1,0.0,25.0,13.0,0.271,10.54,8.4,55.0
1/3/2022 12:00,0.57,17.4,21.4,38.7,33.0,42.0,20.0,724.3,0.0,24.0,6.4,0.352,11.54,9.9,64.0
1/3/2022 13:00,0.53,16.9,18.6,35.5,33.0,45.0,16.0,723.1,0.0,22.0,4.5,0.397,13.09,10.0,67.0
1/3/2022 14:00,0.53,14.3,17.4,31.7,34.0,37.0,13.0,721.7,0.0,22.0,4.5,0.399,14.28,10.5,68.0
1/3/2022 15:00,0.53,11.7,17.5,29.1,36.0,38.0,14.0,720.8,0.0,21.0,,0.358,15.26,11.4,74.0
1/3/2022 16:00,0.49,9.4,16.7,26.1,37.0,40.0,14.0,720.2,0.0,21.0,,0.281,15.72,11.5,81.0
1/3/2022 17:00,0.54,9.0,17.8,26.8,34.0,38.0,8.0,720.3,0.0,20.0,,0.176,15.78,11.2,82.0
1/3/2022 18:00,0.51,6.9,21.6,28.5,29.0,31.0,12.0,720.2,0.0,21.0,5.0,0.048,14.51,10.5,89.0
1/3/2022 19:00,0.68,5.7,25.0,30.7,25.0,36.0,10.0,720.3,0.0,23.0,7.0,0.0,12.88,9.6,82.0
1/3/2022 20:00,0.69,7.0,29.7,36.7,19.0,37.0,,720.7,0.0,24.0,5.3,0.0,12.01,9.1,84.0
1/3/2022 21:00,0.55,5.7,23.1,28.8,24.0,40.0,3.0,720.7,0.0,25.0,4.8,0.0,11.33,8.4,84.0
1/3/2022 22:00,0.46,4.4,18.9,23.3,28.0,32.0,,720.5,0.0,22.0,4.4,0.0,11.32,8.0,83.0
1/3/2022 23:00,0.6,6.3,26.5,32.8,21.0,17.0,2.0,720.0,0.0,24.0,4.5,0.0,10.87,7.1,75.0
1/4/2022 0:00,0.5,3.7,16.8,20.5,29.0,23.0,10.0,719.6,0.0,29.0,4.4,0.0,9.81,8.6,88.0
1/4/2022 1:00,0.45,4.9,16.8,21.6,28.0,24.0,13.0,719.2,0.0,32.0,4.4,0.0,9.4,7.6,73.0
1/4/2022 2:00,0.42,4.0,17.8,21.7,26.0,23.0,5.0,718.6,0.0,34.0,5.5,0.0,9.2,4.8,100.0
1/4/2022 3:00,0.47,11.1,28.1,39.2,15.0,22.0,9.0,718.1,0.0,38.0,4.8,0.0,8.53,5.4,1.0
1/4/2022 4:00,0.53,15.8,37.2,52.9,8.0,32.0,10.0,718.2,0.0,40.0,8.7,0.0,7.35,7.9,10.0
1/4/2022 5:00,0.49,17.4,31.7,49.1,12.0,59.0,17.0,718.4,0.0,41.0,8.8,0.0,6.91,5.5,350.0
1/4/2022 6:00,0.63,31.6,38.2,69.8,6.0,62.0,19.0,718.4,0.0,43.0,7.8,0.0,6.79,4.5,262.0
1/4/2022 7:00,0.74,28.4,38.5,66.9,5.0,66.0,21.0,718.2,0.0,43.0,8.6,0.0,6.76,5.3,245.0
1/4/2022 8:00,1.44,109.4,41.6,151.1,6.0,57.0,13.0,718.0,0.0,43.0,10.6,0.006,7.5,5.9,325.0
1/4/2022 9:00,1.08,53.9,36.5,90.4,10.0,67.0,14.0,718.4,0.0,36.0,9.4,0.059,9.91,6.3,258.0
1/4/2022 10:00,0.72,19.6,26.6,46.1,21.0,68.0,15.0,718.3,0.0,33.0,9.5,0.159,11.7,6.7,242.0
1/4/2022 11:00,0.88,23.7,30.4,54.1,22.0,57.0,19.0,718.0,0.0,24.0,8.6,0.257,15.85,3.8,167.0
1/4/2022 12:00,0.97,31.3,40.2,71.4,24.0,79.0,38.0,717.0,0.0,22.0,9.9,0.334,16.94,6.5,138.0
1/4/2022 13:00,1.17,41.3,51.7,92.9,23.0,108.0,46.0,715.9,0.0,21.0,13.0,0.379,18.61,6.8,101.0
1/4/2022 14:00,1.2,,,,,,,,,,,0.0,,,
1/4/2022 15:00,1.0,24.1,50.1,74.1,34.0,118.0,39.0,714.0,0.0,17.0,10.7,0.348,22.01,6.9,87.0
1/4/2022 16:00,1.09,22.3,54.4,76.5,37.0,108.0,43.0,713.6,0.0,17.0,8.1,0.269,22.98,7.1,62.0
1/4/2022 17:00,0.83,9.0,39.5,48.4,44.0,98.0,32.0,713.5,0.0,20.0,6.9,0.163,22.95,6.5,77.0
1/4/2022 18:00,0.92,9.4,48.0,57.3,29.0,82.0,21.0,713.5,0.0,24.0,6.9,0.042,21.03,6.1,72.0
1/4/2022 19:00,1.15,19.7,61.9,81.4,16.0,71.0,12.0,713.7,0.0,28.0,7.1,0.0,18.73,5.6,60.0
1/4/2022 20:00,1.43,38.2,71.2,109.3,7.0,76.0,12.0,714.0,0.0,30.0,7.5,0.0,17.38,3.8,37.0
1/4/2022 21:00,1.33,44.6,70.5,115.0,7.0,92.0,17.0,714.1,0.0,31.0,8.0,0.0,16.69,3.4,40.0
1/4/2022 22:00,1.66,88.4,72.2,160.6,5.0,85.0,20.0,714.2,0.0,35.0,7.0,0.0,15.13,2.0,338.0
1/4/2022 23:00,2.3,105.1,69.2,174.3,7.0,106.0,24.0,714.1,0.0,39.0,6.9,0.0,13.94,1.9,237.0
1/5/2022 0:00,3.06,157.5,67.5,224.9,7.0,149.0,58.0,713.9,0.0,42.0,7.2,0.0,13.2,2.9,249.0
1/5/2022 1:00,1.95,91.8,64.0,155.8,6.0,203.0,43.0,713.5,0.0,39.0,7.8,0.0,13.47,6.5,236.0
1/5/2022 2:00,1.34,44.8,60.9,105.5,5.0,173.0,48.0,712.9,0.0,38.0,7.6,0.0,13.5,6.9,239.0
1/5/2022 3:00,1.19,25.7,58.7,84.2,5.0,157.0,46.0,712.5,0.0,37.0,8.0,0.0,13.53,7.2,222.0
1/5/2022 4:00,1.17,16.2,56.6,72.6,6.0,140.0,45.0,712.1,0.0,35.0,8.9,0.0,14.2,10.3,230.0
1/5/2022 5:00,1.53,55.2,55.2,110.4,6.0,158.0,56.0,712.0,0.0,42.0,7.5,0.0,12.24,4.6,298.0
1/5/2022 6:00,1.16,31.0,51.2,82.1,5.0,133.0,41.0,712.0,0.0,35.0,9.7,0.0,13.19,8.9,234.0
1/5/2022 7:00,1.06,31.6,46.2,77.8,5.0,152.0,32.0,712.0,0.0,29.0,9.3,0.0,14.16,11.4,247.0
1/5/2022 8:00,1.24,59.7,43.9,103.6,6.0,126.0,35.0,712.1,0.0,26.0,7.6,0.006,14.26,11.4,238.0
1/5/2022 9:00,1.39,73.3,41.3,114.7,8.0,100.0,10.0,712.3,0.0,21.0,7.9,0.065,16.85,8.4,243.0
1/5/2022 10:00,1.15,60.0,41.8,101.8,11.0,104.0,26.0,712.6,0.0,17.0,7.6,0.174,19.75,8.9,239.0
1/5/2022 11:00,1.03,41.4,40.2,81.6,17.0,117.0,25.0,712.5,0.0,13.0,7.4,0.277,23.19,8.1,242.0
1/5/2022 12:00,1.1,30.9,44.0,74.8,26.0,103.0,29.0,712.0,0.0,9.0,7.2,0.358,27.04,4.5,235.0
1/5/2022 13:00,0.99,32.9,38.5,71.4,34.0,84.0,27.0,711.1,0.0,7.0,5.7,0.402,28.57,6.8,43.0
1/5/2022 14:00,0.83,17.4,37.1,54.4,47.0,44.0,24.0,710.1,0.0,7.0,5.6,0.408,29.02,7.8,67.0
1/5/2022 15:00,0.8,15.6,37.4,53.0,47.0,60.0,22.0,709.4,0.0,7.0,6.0,0.365,29.61,8.3,70.0
1/5/2022 16:00,0.7,9.2,32.0,41.2,57.0,52.0,19.0,709.0,0.0,8.0,5.9,0.284,29.43,9.2,96.0
1/5/2022 17:00,0.72,4.7,33.8,38.4,90.0,61.0,28.0,709.2,0.0,12.0,16.4,0.173,28.31,10.6,99.0
1/5/2022 18:00,0.68,4.6,31.5,36.1,46.0,86.0,19.0,709.6,0.0,16.0,10.9,0.046,25.96,10.5,100.0
1/5/2022 19:00,0.73,4.8,43.7,48.4,24.0,60.0,7.0,709.9,0.0,19.0,7.6,0.0,23.94,8.1,98.0
1/5/2022 20:00,0.72,4.4,38.8,43.2,25.0,60.0,2.0,710.4,0.0,19.0,6.6,0.0,23.01,6.9,86.0
1/5/2022 21:00,0.89,8.7,49.8,58.4,15.0,49.0,3.0,710.8,0.0,22.0,6.1,0.0,21.93,5.1,101.0
1/5/2022 22:00,1.08,45.2,62.1,107.2,8.0,55.0,10.0,710.7,0.0,26.0,9.1,0.0,20.24,3.7,209.0
1/5/2022 23:00,1.23,84.1,69.6,153.7,5.0,97.0,16.0,710.7,0.0,30.0,26.4,0.0,18.89,2.8,252.0
1/6/2022 0:00,1.34,53.8,63.7,117.4,4.0,109.0,11.0,710.9,0.0,32.0,10.8,0.0,17.86,4.6,220.0
1/6/2022 1:00,1.16,53.8,67.2,120.8,3.0,95.0,24.0,710.7,0.0,34.0,8.6,0.0,16.92,5.0,227.0
1/6/2022 2:00,1.4,109.6,66.5,176.0,5.0,122.0,39.0,710.6,0.0,38.0,8.5,0.0,15.51,3.4,306.0
1/6/2022 3:00,1.85,166.7,65.8,232.3,6.0,144.0,39.0,710.5,0.0,39.0,8.1,0.0,15.02,3.8,243.0
1/6/2022 4:00,1.06,41.5,53.2,94.7,5.0,178.0,46.0,710.5,0.0,35.0,7.6,0.0,15.29,5.8,233.0
1/6/2022 5:00,0.9,10.5,49.2,59.5,7.0,172.0,22.0,710.7,0.0,33.0,8.8,0.0,15.82,6.2,224.0
1/6/2022 6:00,1.0,12.4,51.7,63.9,6.0,184.0,37.0,710.7,0.0,32.0,9.2,0.0,16.19,9.5,222.0
1/6/2022 7:00,1.22,44.9,54.0,98.9,5.0,224.0,39.0,711.1,0.0,32.0,10.9,0.0,15.88,8.1,244.0
1/6/2022 8:00,1.78,110.1,56.4,166.5,6.0,185.0,33.0,711.5,0.0,32.0,10.8,0.006,15.67,4.6,251.0
1/6/2022 9:00,1.76,104.1,56.1,160.1,9.0,143.0,19.0,711.8,0.0,28.0,9.8,0.062,17.93,11.9,254.0
1/6/2022 10:00,3.6,219.0,78.4,296.9,11.0,142.0,56.0,712.7,0.0,27.0,13.0,0.164,20.53,5.7,327.0
1/6/2022 11:00,1.15,33.1,49.9,82.9,24.0,240.0,48.0,712.9,0.0,20.0,8.7,0.27,22.92,8.9,237.0
1/6/2022 12:00,1.26,25.5,44.2,69.6,41.0,125.0,28.0,712.6,0.0,16.0,8.8,0.352,26.33,6.6,310.0
1/6/2022 13:00,1.02,25.3,46.0,71.2,53.0,87.0,37.0,712.1,0.0,14.0,8.0,0.4,27.55,7.5,26.0
1/6/2022 14:00,1.01,16.5,46.5,62.8,66.0,63.0,32.0,711.3,0.0,12.0,8.0,0.4,28.47,7.5,49.0
1/6/2022 15:00,0.79,9.8,33.9,43.6,78.0,281.0,29.0,710.8,0.0,9.0,7.0,0.359,30.03,6.5,58.0
1/6/2022 16:00,0.78,6.1,31.7,37.8,84.0,75.0,33.0,710.8,0.0,10.0,7.7,0.272,29.98,7.4,105.0
1/6/2022 17:00,0.83,5.2,34.3,39.5,77.0,86.0,30.0,711.0,0.0,10.0,7.8,0.166,29.34,8.1,113.0
1/6/2022 18:00,0.75,4.1,38.0,42.0,70.0,99.0,26.0,711.4,0.0,15.0,10.2,0.043,27.32,9.6,96.0
1/6/2022 19:00,0.97,4.1,53.3,57.3,46.0,95.0,21.0,712.0,0.0,22.0,10.6,0.0,25.12,8.4,87.0
1/6/2022 20:00,0.83,4.4,41.2,45.5,33.0,84.0,17.0,712.6,0.0,26.0,7.5,0.0,24.07,7.6,82.0
1/6/2022 21:00,1.0,27.9,51.0,78.8,19.0,60.0,5.0,713.3,0.0,30.0,8.8,0.0,23.2,7.3,59.0
1/6/2022 22:00,2.08,117.6,68.3,185.8,6.0,69.0,28.0,713.9,0.0,34.0,7.6,0.0,21.1,6.1,21.0
1/6/2022 23:00,1.59,78.9,61.4,140.3,10.0,150.0,25.0,714.1,0.0,36.0,7.3,0.0,21.09,5.6,59.0
1/7/2022 0:00,1.44,62.4,63.9,126.3,5.0,106.0,18.0,714.3,0.0,40.0,6.9,0.0,20.09,4.8,38.0
1/7/2022 1:00,0.77,21.1,35.5,56.5,20.0,104.0,19.0,714.6,0.0,45.0,6.0,0.0,18.31,14.5,14.0
1/7/2022 2:00,0.52,7.1,16.9,24.0,32.0,104.0,10.0,714.8,0.0,54.0,5.3,0.0,17.02,11.7,17.0
1/7/2022 3:00,0.48,5.5,15.4,20.9,32.0,46.0,5.0,714.6,0.0,51.0,5.2,0.0,16.75,9.3,30.0
1/7/2022 4:00,0.48,6.6,12.5,19.1,33.0,38.0,10.0,714.7,0.0,55.0,4.9,0.0,15.12,12.2,25.0
1/7/2022 5:00,0.46,10.5,18.5,28.9,25.0,40.0,4.0,714.9,0.0,54.0,4.8,0.0,14.42,10.5,29.0
1/7/2022 6:00,0.62,28.3,26.3,54.6,15.0,39.0,5.0,715.0,0.0,53.0,4.9,0.0,13.54,9.6,35.0
1/7/2022 7:00,0.79,44.5,29.7,74.2,11.0,42.0,7.0,715.6,0.0,49.0,5.0,0.0,13.08,10.2,28.0
1/7/2022 8:00,1.1,65.4,33.4,98.9,8.0,46.0,4.0,716.1,0.0,48.0,5.2,0.001,12.76,10.8,20.0
1/7/2022 9:00,1.13,66.3,31.2,97.5,8.0,54.0,6.0,716.8,0.0,51.0,5.1,0.014,12.25,9.1,34.0
1/7/2022 10:00,0.83,22.3,27.6,49.9,10.0,58.0,14.0,717.2,0.0,76.0,4.7,0.045,11.08,8.2,68.0
1/7/2022 11:00,0.85,26.8,25.4,52.2,12.0,55.0,9.0,717.3,0.0,77.0,4.6,0.089,11.18,6.3,57.0
1/7/2022 12:00,1.26,50.1,31.3,81.4,12.0,58.0,15.0,716.6,0.0,69.0,5.0,0.18,13.18,5.9,11.0
1/7/2022 13:00,1.07,35.8,30.7,66.4,15.0,64.0,18.0,715.8,0.0,66.0,5.3,0.203,14.14,7.0,59.0
1/7/2022 14:00,1.12,46.4,33.1,79.4,11.0,77.0,37.0,714.7,0.0,67.0,5.9,0.15,13.64,8.8,48.0
1/7/2022 15:00,1.14,47.7,34.2,81.9,13.0,82.0,26.0,714.0,0.0,67.0,5.4,0.159,13.67,9.0,45.0
1/7/2022 16:00,1.15,43.3,37.5,80.8,13.0,84.0,26.0,713.5,0.0,69.0,5.8,0.09,13.76,8.0,48.0
1/7/2022 17:00,1.02,33.0,38.8,71.7,10.0,98.0,31.0,713.2,0.0,74.0,5.5,0.059,13.41,7.8,61.0
1/7/2022 18:00,1.34,61.2,45.7,106.8,5.0,87.0,27.0,713.4,0.0,75.0,5.3,0.009,13.07,8.0,51.0
1/7/2022 19:00,1.06,26.9,36.4,63.2,6.0,93.0,26.0,713.5,0.0,77.0,5.3,0.0,12.5,7.4,62.0
1/7/2022 20:00,0.89,17.5,30.8,48.2,6.0,79.0,23.0,713.9,0.0,77.0,6.4,0.0,12.12,6.2,66.0
1/7/2022 21:00,0.79,11.8,27.6,39.3,7.0,81.0,18.0,714.1,0.0,77.0,5.3,0.0,11.86,6.0,66.0
1/7/2022 22:00,0.72,8.6,25.4,34.0,8.0,67.0,14.0,714.0,0.0,75.0,4.8,0.0,11.79,4.1,81.0
1/7/2022 23:00,0.89,22.7,28.2,50.9,5.0,64.0,16.0,713.8,0.0,74.0,4.8,0.0,11.95,5.1,52.0
1/8/2022 0:00,0.8,16.7,27.2,43.9,5.0,71.0,14.0,713.5,0.0,74.0,4.7,0.0,11.73,5.0,48.0
1/8/2022 1:00,0.81,14.8,27.1,41.8,5.0,67.0,12.0,713.2,0.0,75.0,4.8,0.0,11.62,4.4,40.0
1/8/2022 2:00,0.85,16.9,26.8,43.7,,57.0,23.0,712.8,0.0,74.0,4.8,0.0,11.65,5.3,37.0
1/8/2022 3:00,0.91,13.9,29.1,43.0,4.0,63.0,20.0,712.3,0.0,74.0,,0.0,11.76,4.6,16.0
1/8/2022 4:00,0.83,22.3,29.9,52.2,4.0,66.0,18.0,712.0,0.0,74.0,,0.0,11.77,5.6,8.0
1/8/2022 5:00,0.97,29.8,30.8,60.5,4.0,84.0,27.0,712.0,0.0,74.0,5.0,0.0,11.94,4.4,6.0
1/8/2022 6:00,1.12,51.5,30.7,82.2,,100.0,28.0,712.3,0.0,73.0,5.1,0.0,12.45,3.9,21.0
1/8/2022 7:00,1.19,43.5,32.0,75.5,,104.0,33.0,712.6,0.0,76.0,4.9,0.0,12.99,3.7,359.0
1/8/2022 8:00,1.07,30.1,31.6,61.7,,86.0,31.0,713.0,0.0,78.0,4.8,0.011,12.96,2.9,176.0
1/8/2022 9:00,1.2,34.8,32.5,67.3,6.0,81.0,31.0,713.6,0.0,77.0,4.9,0.058,13.66,3.1,212.0
1/8/2022 10:00,1.38,58.4,42.5,100.9,8.0,103.0,37.0,714.0,0.0,69.0,5.4,0.143,15.27,4.3,212.0
1/8/2022 11:00,1.8,65.3,52.6,117.9,12.0,144.0,50.0,714.1,0.0,59.0,7.0,0.233,18.44,4.3,136.0
1/8/2022 12:00,2.1,57.4,67.2,124.5,18.0,190.0,78.0,713.4,0.0,52.0,10.3,0.321,20.86,4.0,109.0
1/8/2022 13:00,1.69,36.3,67.3,103.4,27.0,222.0,89.0,712.6,0.0,46.0,9.8,0.324,22.16,7.1,85.0
1/8/2022 14:00,1.4,16.8,55.9,72.5,44.0,179.0,76.0,711.6,0.0,45.0,7.1,0.275,22.77,6.8,74.0
1/8/2022 15:00,1.3,13.0,48.6,61.5,46.0,152.0,48.0,711.1,0.0,43.0,6.2,0.199,23.66,6.8,69.0
1/8/2022 16:00,1.26,10.0,47.5,57.3,43.0,130.0,45.0,711.0,0.0,47.0,5.7,0.115,23.25,7.0,67.0
1/8/2022 17:00,1.09,6.2,44.9,51.0,62.0,116.0,24.0,711.4,0.0,47.0,7.3,0.076,22.89,7.3,69.0
1/8/2022 18:00,1.35,9.6,69.4,78.7,54.0,102.0,30.0,711.9,0.0,48.0,10.7,0.035,22.62,6.6,45.0
1/8/2022 19:00,1.76,17.4,103.0,120.2,24.0,116.0,36.0,712.5,0.0,51.0,11.5,0.0,21.54,5.1,21.0
1/8/2022 20:00,1.85,24.0,89.5,113.3,12.0,153.0,51.0,713.0,0.0,56.0,10.2,0.0,20.5,4.1,49.0
1/8/2022 21:00,1.31,15.5,48.5,63.9,6.0,139.0,53.0,713.6,0.0,68.0,6.3,0.0,19.25,5.1,70.0
1/8/2022 22:00,1.49,39.7,39.0,78.7,4.0,114.0,36.0,713.9,0.0,75.0,5.1,0.0,18.25,3.3,32.0
1/8/2022 23:00,1.38,36.0,35.0,70.9,4.0,97.0,29.0,714.2,0.0,80.0,4.8,0.0,17.45,2.0,236.0
1/9/2022 0:00,2.22,53.7,54.1,107.7,5.0,90.0,33.0,714.3,0.0,78.0,5.1,0.0,16.57,2.2,240.0
1/9/2022 1:00,2.97,85.1,64.5,149.5,5.0,173.0,85.0,714.3,0.0,75.0,5.3,0.0,16.18,2.7,243.0
1/9/2022 2:00,3.57,111.3,62.5,173.9,6.0,216.0,98.0,714.3,0.0,75.0,5.6,0.0,15.78,2.6,251.0
1/9/2022 3:00,2.94,80.9,60.4,141.2,5.0,223.0,104.0,714.2,0.0,76.0,5.5,0.0,15.4,3.5,237.0
1/9/2022 4:00,2.43,60.7,59.8,120.4,4.0,202.0,76.0,714.2,0.0,73.0,5.3,0.0,15.02,2.7,230.0
